routine	entry_index	line_text	tag_offset	error_text
PSJXR519	2	2	PSJXR519+2	S - 2nd line of routine violates the SAC.
PSJXR52	1	1	PSJXR52	S - First line of routine violates the SAC.
PSJXR52	2	2	PSJXR52+2	S - 2nd line of routine violates the SAC.
PSJXR520	1	1	PSJXR520	S - First line of routine violates the SAC.
PSJXR520	2	2	PSJXR520+2	S - 2nd line of routine violates the SAC.
PSJXR521	1	1	PSJXR521	S - First line of routine violates the SAC.
PSJXR521	2	2	PSJXR521+2	S - 2nd line of routine violates the SAC.
PSJXR522	1	1	PSJXR522	S - First line of routine violates the SAC.
PSJXR522	2	2	PSJXR522+2	S - 2nd line of routine violates the SAC.
PSJXR523	1	1	PSJXR523	S - First line of routine violates the SAC.
PSJXR523	2	2	PSJXR523+2	S - 2nd line of routine violates the SAC.
PSJXR524	1	1	PSJXR524	S - First line of routine violates the SAC.
PSJXR524	2	2	PSJXR524+2	S - 2nd line of routine violates the SAC.
PSJXR53	1	1	PSJXR53	S - First line of routine violates the SAC.
PSJXR53	2	2	PSJXR53+2	S - 2nd line of routine violates the SAC.
PSJXR54	1	1	PSJXR54	S - First line of routine violates the SAC.
PSJXR54	2	2	PSJXR54+2	S - 2nd line of routine violates the SAC.
PSJXR55	1	1	PSJXR55	S - First line of routine violates the SAC.
PSJXR55	2	2	PSJXR55+2	S - 2nd line of routine violates the SAC.
PSJXR56	1	1	PSJXR56	S - First line of routine violates the SAC.
PSJXR56	2	2	PSJXR56+2	S - 2nd line of routine violates the SAC.
PSJXR57	1	1	PSJXR57	S - First line of routine violates the SAC.
PSJXR57	2	2	PSJXR57+2	S - 2nd line of routine violates the SAC.
PSJXR58	1	1	PSJXR58	S - First line of routine violates the SAC.
PSJXR58	2	2	PSJXR58+2	S - 2nd line of routine violates the SAC.
PSJXR59	1	1	PSJXR59	S - First line of routine violates the SAC.
PSJXR59	2	2	PSJXR59+2	S - 2nd line of routine violates the SAC.
PSN119E	1	2	PSN119E+2	S - 2nd line of routine violates the SAC.
PSN119P	1	2	PSN119P+2	S - 2nd line of routine violates the SAC.
PSN155E	1	2	PSN155E+2	S - 2nd line of routine violates the SAC.
PSN158E	1	2	PSN158E+2	S - 2nd line of routine violates the SAC.
PSN215E	1	2	PSN215E+2	S - 2nd line of routine violates the SAC.
PSN3182P	1	2	PSN3182P+2	S - 2nd line of routine violates the SAC.
PSN4P29	1	2	PSN4P29+2	S - 2nd line of routine violates the SAC.
PSN4P4	1	2	PSN4P4+2	S - 2nd line of routine violates the SAC.
PSN4P69P	1	2	PSN4P69P+2	S - 2nd line of routine violates the SAC.
PSN4P76E	1	2	PSN4P76E+2	S - 2nd line of routine violates the SAC.
PSN4P77	1	1	PSN4P77	S - First line of routine violates the SAC.
PSN4P77	2	2	PSN4P77+2	S - 2nd line of routine violates the SAC.
PSN4POST	1	2	PSN4POST+2	S - 2nd line of routine violates the SAC.
PSN4PRE	1	2	PSN4PRE+2	S - 2nd line of routine violates the SAC.
PSN50612	1	2	PSN50612+2	S - 2nd line of routine violates the SAC.
PSN50625	1	2	PSN50625+2	S - 2nd line of routine violates the SAC.
PSN50626	1	2	PSN50626+2	S - 2nd line of routine violates the SAC.
PSN50627	1	2	PSN50627+2	S - 2nd line of routine violates the SAC.
PSN5067	1	2	PSN5067+2	S - 2nd line of routine violates the SAC.
PSN50P41	1	2	PSN50P41+2	S - 2nd line of routine violates the SAC.
PSN50P4A	1	2	PSN50P4A+2	S - 2nd line of routine violates the SAC.
PSN50P6	1	2	PSN50P6+2	S - 2nd line of routine violates the SAC.
PSN50P67	1	2	PSN50P67+2	S - 2nd line of routine violates the SAC.
PSN56	1	2	PSN56+2	S - 2nd line of routine violates the SAC.
PSN5ND	1	2	PSN5ND+2	S - 2nd line of routine violates the SAC.
PSNAUTO	1	2	PSNAUTO+2	S - 2nd line of routine violates the SAC.
PSNBLD	1	2	PSNBLD+2	S - 2nd line of routine violates the SAC.
PSNCLPR	1	2	PSNCLPR+2	S - 2nd line of routine violates the SAC.
PSNCLS	1	2	PSNCLS+2	S - 2nd line of routine violates the SAC.
PSNCNT	1	1	PSNCNT	S - First line of routine violates the SAC.
PSNCNT	2	2	PSNCNT+2	S - 2nd line of routine violates the SAC.
PSNCOMP	1	2	PSNCOMP+2	S - 2nd line of routine violates the SAC.
PSNDATA	1	2	PSNDATA+2	S - 2nd line of routine violates the SAC.
PSNDATAE	1	2	PSNDATAE+2	S - 2nd line of routine violates the SAC.
PSNDDI1	1	2	PSNDDI1+2	S - 2nd line of routine violates the SAC.
PSNDEA	1	2	PSNDEA+2	S - 2nd line of routine violates the SAC.
PSNDELTE	1	2	PSNDELTE+2	S - 2nd line of routine violates the SAC.
PSNDEX	1	2	PSNDEX+2	S - 2nd line of routine violates the SAC.
PSNEWCLS	1	2	PSNEWCLS+2	S - 2nd line of routine violates the SAC.
PSNEXC	1	2	PSNEXC+2	S - 2nd line of routine violates the SAC.
PSNEXMP1	1	2	PSNEXMP1+2	S - 2nd line of routine violates the SAC.
PSNEXMPT	1	2	PSNEXMPT+2	S - 2nd line of routine violates the SAC.
PSNFRMLY	1	2	PSNFRMLY+2	S - 2nd line of routine violates the SAC.
PSNFTP	1	106	EN+87	S - Non-standard $Z special variable used.
PSNFTP	2	230	VMSPING+27	S - Non-standard $Z function used.
PSNFTP	3	230	VMSPING+27	F - Undefined Function.
PSNFTP	4	258	LINXPING+13	S - Non-standard $Z function used.
PSNFTP	5	258	LINXPING+13	F - Undefined Function.
PSNFTP	6	284	WINPING+14	S - Non-standard $Z function used.
PSNFTP	7	284	WINPING+14	F - Undefined Function.
PSNFTP	8	412	LINUXDEL+9	S - Non-standard $Z function used.
PSNFTP	9	412	LINUXDEL+9	F - Undefined Function.
PSNFTP2	1	56	EXECUTE+2	S - Non-standard $Z function used.
PSNFTP2	2	56	EXECUTE+2	F - Undefined Function.
PSNFTP2	3	126	LINUXFTP+41	S - Non-standard $Z function used.
PSNFTP2	4	126	LINUXFTP+41	F - Undefined Function.
PSNFTP2	5	188	WINFTP+37	S - Non-standard $Z function used.
PSNFTP2	6	188	WINFTP+37	F - Undefined Function.
PSNFTP2	7	215	FILSIZE+5	S - Non-standard $Z function used.
PSNFTP2	8	215	FILSIZE+5	F - Undefined Function.
PSNFTP2	9	222	FILSIZE+12	S - Non-standard $Z function used.
PSNFTP2	10	222	FILSIZE+12	F - Undefined Function.
PSNFTP2	11	249	VMSDEL+9	S - Non-standard $Z function used.
PSNFTP2	12	249	VMSDEL+9	F - Undefined Function.
PSNFTP2	13	275	SAVEKEYS+22	S - Non-standard $Z special variable used.
PSNFTP2	14	284	SAVEKEYS+31	S - Non-standard $Z special variable used.
PSNFTP2	15	307	MAKEDIR+8	S - Non-standard $Z special variable used.
PSNFTP2	16	308	MAKEDIR+9	S - Non-standard $Z special variable used.
PSNGPN	1	2	PSNGPN+2	S - 2nd line of routine violates the SAC.
PSNHEADR	1	2	PSNHEADR+2	S - 2nd line of routine violates the SAC.
PSNHELP	1	2	PSNHELP+2	S - 2nd line of routine violates the SAC.
PSNHFRM	1	2	PSNHFRM+2	S - 2nd line of routine violates the SAC.
PSNHFRM1	1	2	PSNHFRM1+2	S - 2nd line of routine violates the SAC.
PSNJP54	1	2	PSNJP54+2	S - 2nd line of routine violates the SAC.
PSNLDG	1	2	PSNLDG+2	S - 2nd line of routine violates the SAC.
PSNMCLS	1	2	PSNMCLS+2	S - 2nd line of routine violates the SAC.
PSNMEDG	1	2	PSNMEDG+2	S - 2nd line of routine violates the SAC.
PSNNDC	1	2	PSNNDC+2	S - 2nd line of routine violates the SAC.
PSNNDC1	1	2	PSNNDC1+2	S - 2nd line of routine violates the SAC.
PSNNFL	1	2	PSNNFL+2	S - 2nd line of routine violates the SAC.
PSNNFL1	1	2	PSNNFL1+2	S - 2nd line of routine violates the SAC.
PSNNGR	1	2	PSNNGR+2	S - 2nd line of routine violates the SAC.
PSNOCLS	1	2	PSNOCLS+2	S - 2nd line of routine violates the SAC.
PSNODDI	1	2	PSNODDI+2	S - 2nd line of routine violates the SAC.
PSNODDI1	1	2	PSNODDI1+2	S - 2nd line of routine violates the SAC.
PSNONDF	1	2	PSNONDF+2	S - 2nd line of routine violates the SAC.
PSNOP54	1	2	PSNOP54+2	S - 2nd line of routine violates the SAC.
PSNOSKEY	1	105	NEWKEY+22	S - Non-standard $Z special variable used.
PSNOSKEY	2	115	NEWKEY+32	S - Non-standard $Z special variable used.
PSNOSKEY	3	117	NEWKEY+34	S - Non-standard $Z function used.
PSNOSKEY	4	117	NEWKEY+34	F - Undefined Function.
PSNOSKEY	5	118	NEWKEY+35	S - Non-standard $Z function used.
PSNOSKEY	6	118	NEWKEY+35	F - Undefined Function.
PSNPCH27	1	2	PSNPCH27+2	S - 2nd line of routine violates the SAC.
PSNPCH4	1	2	PSNPCH4+2	S - 2nd line of routine violates the SAC.
PSNPFN	1	2	PSNPFN+2	S - 2nd line of routine violates the SAC.
PSNPPIO	1	2	PSNPPIO+2	S - 2nd line of routine violates the SAC.
PSNPPIP	1	2	PSNPPIP+2	S - 2nd line of routine violates the SAC.
PSNPPIP1	1	2	PSNPPIP1+2	S - 2nd line of routine violates the SAC.
PSNPPSNC	1	66	PPSNPOST+30	F - Unmatched Parenthesis.
PSNPPSNC	2	66	PPSNPOST+30	F - Unmatched Parenthesis.
PSNPPSNC	3	75	PPSNPOST+39	W - Vendor specific code is restricted.]
PSNPPSNC	4	75	PPSNPOST+39	W - Vendor specific code is restricted.]
PSNPPSNC	5	75	PPSNPOST+39	F - Unmatched Parenthesis.
PSNPPSNC	6	75	PPSNPOST+39	F - Invalid or wrong number of arguments to a function.
PSNPPSNC	7	75	PPSNPOST+39	F - Unrecognized argument in SET command.
PSNPPSNC	8	75	PPSNPOST+39	F - UNDEFINED COMMAND (rest of line not checked).
PSNPPSNC	9	0	PPSNPOST+30	F - Call to missing label 'PSS' in this routine.
PSNPRE	1	2	PSNPRE+2	S - 2nd line of routine violates the SAC.
PSNPRE1	1	2	PSNPRE1+2	S - 2nd line of routine violates the SAC.
PSNPREDS	1	2	PSNPREDS+2	S - 2nd line of routine violates the SAC.
PSNPST	1	2	PSNPST+2	S - 2nd line of routine violates the SAC.
PSNQA	1	2	PSNQA+2	S - 2nd line of routine violates the SAC.
PSNRPT	1	2	PSNRPT+2	S - 2nd line of routine violates the SAC.
PSNRPT2	1	2	PSNRPT2+2	S - 2nd line of routine violates the SAC.
PSNRPT3	1	2	PSNRPT3+2	S - 2nd line of routine violates the SAC.
PSNSTCK	1	2	PSNSTCK+2	S - 2nd line of routine violates the SAC.
PSNSTCL	1	2	PSNSTCL+2	S - 2nd line of routine violates the SAC.
PSNSUPLY	1	2	PSNSUPLY+2	S - 2nd line of routine violates the SAC.
PSNTER	1	2	PSNTER+2	S - 2nd line of routine violates the SAC.
PSNUPE	1	2	PSNUPE+2	S - 2nd line of routine violates the SAC.
PSNUPN	1	2	PSNUPN+2	S - 2nd line of routine violates the SAC.
PSNUPP	1	2	PSNUPP+2	S - 2nd line of routine violates the SAC.
PSNVAGN	1	2	PSNVAGN+2	S - 2nd line of routine violates the SAC.
PSNVER	1	2	PSNVER+2	S - 2nd line of routine violates the SAC.
PSNVIEW	1	2	PSNVIEW+2	S - 2nd line of routine violates the SAC.
PSNVUID	1	2	PSNVUID+2	S - 2nd line of routine violates the SAC.
PSNXREF	1	2	PSNXREF+2	S - 2nd line of routine violates the SAC.
PSO327PI	1	1	PSO327PI	S - First line of routine violates the SAC.
PSO457P	1	1	PSO457P	S - First line of routine violates the SAC.
PSO574P	1	1	PSO574P	S - First line of routine violates the SAC.
PSO581PO	1	1	PSO581PO	S - First line of routine violates the SAC.
PSO613P	1	1	PSO613P	S - First line of routine violates the SAC.
PSO635PO	1	1	PSO635PO	S - First line of routine violates the SAC.
PSO7E529	1	113	GET+11	W - Vendor specific code is restricted.]
PSO7E529	2	117	GET+15	W - Vendor specific code is restricted.]
PSO7E529	3	118	GET+16	W - Vendor specific code is restricted.]
PSO7E529	4	120	GET+18	W - Vendor specific code is restricted.]
PSO7E529	5	120	GET+18	W - Vendor specific code is restricted.]
PSO7P274	1	1	PSO7P274	S - First line of routine violates the SAC.
PSO7P289	1	1	PSO7P289	S - First line of routine violates the SAC.
PSO7P302	1	1	PSO7P302	S - First line of routine violates the SAC.
PSO7P370	1	1	PSO7P370	S - First line of routine violates the SAC.
PSO7P517	1	1	PSO7P517	S - First line of routine violates the SAC.
PSO7P529	1	55	GET+12	W - Vendor specific code is restricted.]
PSO7P529	2	58	GET+15	W - Null line (no commands or comment).
PSO7P529	3	59	GET+16	W - Vendor specific code is restricted.]
PSO7P529	4	60	GET+17	W - Vendor specific code is restricted.]
PSO7P529	5	62	GET+19	W - Vendor specific code is restricted.]
PSO7P529	6	62	GET+19	W - Vendor specific code is restricted.]
PSO7P684	1	105	GET+12	W - Vendor specific code is restricted.]
PSO7P684	2	108	GET+15	W - Vendor specific code is restricted.]
PSO7P684	3	109	GET+16	W - Vendor specific code is restricted.]
PSO7P684	4	111	GET+18	W - Vendor specific code is restricted.]
PSO7P684	5	111	GET+18	W - Vendor specific code is restricted.]
PSOARX1	1	1	PSOARX1	S - First line of routine violates the SAC.
PSOCLO1	1	1	PSOCLO1	S - First line of routine violates the SAC.
PSOCLOLS	1	1	PSOCLOLS	S - First line of routine violates the SAC.
PSOCLOU	1	1	PSOCLOU	S - First line of routine violates the SAC.
PSOCPB	1	1	PSOCPB	S - First line of routine violates the SAC.
PSOCPD	1	1	PSOCPD	S - First line of routine violates the SAC.
PSOCPIBF	1	69	GETDATE+3	W - Blank(s) at end of line.
PSOCPVW	1	1	PSOCPVW	S - First line of routine violates the SAC.
PSODACT	1	1	PSODACT	S - First line of routine violates the SAC.
PSODACT	2	41	LOOP	S - Non-Incremental Lock.
PSODDPR7	1	1	PSODDPR7	S - First line of routine violates the SAC.
PSODEART	1	0		S - Routine code exceeds SACC maximum size of 15000 (15064).
PSODEAU0	1	65	WSGET+44	W - Vendor specific code is restricted.]
PSODEAU0	2	66	WSGET+45	W - Vendor specific code is restricted.]
PSODEAU0	3	69	WSGET+48	W - Vendor specific code is restricted.]
PSODEAU0	4	69	WSGET+48	W - Vendor specific code is restricted.]
PSODEAU0	5	106	GETXOBW+3	W - Vendor specific code is restricted.]
PSODLKP	1	1	PSODLKP	S - First line of routine violates the SAC.
PSODOSU4	1	1	PSODOSU4	S - First line of routine violates the SAC.
PSODP	1	1	PSODP	S - First line of routine violates the SAC.
PSOERUT	1	41	XML2GBL+11	W - Vendor specific code is restricted.]
PSOERUT	2	43	XML2GBL+13	W - Vendor specific code is restricted.]
PSOERUT	3	43	XML2GBL+13	W - Vendor specific code is restricted.]
PSOERUT	4	44	XML2GBL+14	W - Vendor specific code is restricted.]
PSOERUT	5	44	XML2GBL+14	W - Vendor specific code is restricted.]
PSOERUT	6	45	XML2GBL+15	W - Vendor specific code is restricted.]
PSOERUT	7	46	XML2GBL+16	W - Vendor specific code is restricted.]
PSOERUT	8	47	XML2GBL+17	W - Vendor specific code is restricted.]
PSOERUT	9	47	XML2GBL+17	W - Vendor specific code is restricted.]
PSOERUT	10	48	XML2GBL+18	W - Vendor specific code is restricted.]
PSOERUT	11	49	XML2GBL+19	W - Vendor specific code is restricted.]
PSOERUT	12	50	XML2GBL+20	W - Vendor specific code is restricted.]
PSOERXA1	1	104	PARSE+7	W - Vendor specific code is restricted.]
PSOERXA1	2	105	PARSE+8	W - Vendor specific code is restricted.]
PSOERXA1	3	108	PARSE+11	F - General Syntax Error.
PSOERXA1	4	108	PARSE+11	W - Vendor specific code is restricted.]
PSOERXA1	5	108	PARSE+11	F - General Syntax Error.
PSOERXA1	6	108	PARSE+11	W - Vendor specific code is restricted.]
PSOERXA1	7	110	PARSE+13	W - Vendor specific code is restricted.]
PSOERXA1	8	111	PARSE+14	W - Vendor specific code is restricted.]
PSOERXA1	9	113	PARSE+16	W - Vendor specific code is restricted.]
PSOERXA1	10	114	PARSE+17	W - Vendor specific code is restricted.]
PSOERXA1	11	115	PARSE+18	W - Vendor specific code is restricted.]
PSOERXA1	12	115	PARSE+18	W - Vendor specific code is restricted.]
PSOERXA1	13	115	PARSE+18	W - Vendor specific code is restricted.]
PSOERXA1	14	116	PARSE+19	W - Vendor specific code is restricted.]
PSOERXA1	15	116	PARSE+19	W - Vendor specific code is restricted.]
PSOERXA1	16	118	PARSE+21	W - Vendor specific code is restricted.]
PSOERXA1	17	118	PARSE+21	W - Vendor specific code is restricted.]
PSOERXA1	18	119	PARSE+22	W - Vendor specific code is restricted.]
PSOERXA1	19	120	PARSE+23	W - Vendor specific code is restricted.]
PSOERXA1	20	120	PARSE+23	W - Vendor specific code is restricted.]
PSOERXA1	21	124	PARSE+27	F - General Syntax Error.
PSOERXA1	22	124	PARSE+27	W - Vendor specific code is restricted.]
PSOERXA1	23	124	PARSE+27	F - General Syntax Error.
PSOERXA1	24	124	PARSE+27	W - Vendor specific code is restricted.]
PSOERXA1	25	126	PARSE+29	W - Vendor specific code is restricted.]
PSOERXA1	26	127	PARSE+30	W - Vendor specific code is restricted.]
PSOERXA1	27	129	PARSE+32	W - Vendor specific code is restricted.]
PSOERXA1	28	130	PARSE+33	W - Vendor specific code is restricted.]
PSOERXA1	29	131	PARSE+34	W - Vendor specific code is restricted.]
PSOERXA1	30	131	PARSE+34	W - Vendor specific code is restricted.]
PSOERXA1	31	131	PARSE+34	W - Vendor specific code is restricted.]
PSOERXA1	32	132	PARSE+35	W - Vendor specific code is restricted.]
PSOERXA1	33	132	PARSE+35	W - Vendor specific code is restricted.]
PSOERXA1	34	134	PARSE+37	W - Vendor specific code is restricted.]
PSOERXA1	35	134	PARSE+37	W - Vendor specific code is restricted.]
PSOERXA1	36	135	PARSE+38	W - Vendor specific code is restricted.]
PSOERXA1	37	136	PARSE+39	W - Vendor specific code is restricted.]
PSOERXA1	38	136	PARSE+39	W - Vendor specific code is restricted.]
PSOERXI2	1	13	PARSE+8	W - Vendor specific code is restricted.]
PSOERXI2	2	14	PARSE+9	W - Vendor specific code is restricted.]
PSOERXI2	3	15	PARSE+10	W - Vendor specific code is restricted.]
PSOERXI2	4	18	PARSE+13	F - General Syntax Error.
PSOERXI2	5	18	PARSE+13	W - Vendor specific code is restricted.]
PSOERXI2	6	18	PARSE+13	F - General Syntax Error.
PSOERXI2	7	18	PARSE+13	W - Vendor specific code is restricted.]
PSOERXI2	8	20	PARSE+15	W - Vendor specific code is restricted.]
PSOERXI2	9	21	PARSE+16	W - Vendor specific code is restricted.]
PSOERXI2	10	23	PARSE+18	W - Vendor specific code is restricted.]
PSOERXI2	11	24	PARSE+19	W - Vendor specific code is restricted.]
PSOERXI2	12	25	PARSE+20	W - Vendor specific code is restricted.]
PSOERXI2	13	25	PARSE+20	W - Vendor specific code is restricted.]
PSOERXI2	14	25	PARSE+20	W - Vendor specific code is restricted.]
PSOERXI2	15	26	PARSE+21	W - Vendor specific code is restricted.]
PSOERXI2	16	26	PARSE+21	W - Vendor specific code is restricted.]
PSOERXI2	17	28	PARSE+23	W - Vendor specific code is restricted.]
PSOERXI2	18	28	PARSE+23	W - Vendor specific code is restricted.]
PSOERXI2	19	29	PARSE+24	W - Vendor specific code is restricted.]
PSOERXI2	20	30	PARSE+25	W - Vendor specific code is restricted.]
PSOERXI2	21	30	PARSE+25	W - Vendor specific code is restricted.]
PSOERXI2	22	34	PARSE+29	F - General Syntax Error.
PSOERXI2	23	34	PARSE+29	W - Vendor specific code is restricted.]
PSOERXI2	24	34	PARSE+29	F - General Syntax Error.
PSOERXI2	25	34	PARSE+29	W - Vendor specific code is restricted.]
PSOERXI2	26	36	PARSE+31	W - Vendor specific code is restricted.]
PSOERXI2	27	37	PARSE+32	W - Vendor specific code is restricted.]
PSOERXI2	28	39	PARSE+34	W - Vendor specific code is restricted.]
PSOERXI2	29	40	PARSE+35	W - Vendor specific code is restricted.]
PSOERXI2	30	41	PARSE+36	W - Vendor specific code is restricted.]
PSOERXI2	31	41	PARSE+36	W - Vendor specific code is restricted.]
PSOERXI2	32	41	PARSE+36	W - Vendor specific code is restricted.]
PSOERXI2	33	42	PARSE+37	W - Vendor specific code is restricted.]
PSOERXI2	34	42	PARSE+37	W - Vendor specific code is restricted.]
PSOERXI2	35	44	PARSE+39	W - Vendor specific code is restricted.]
PSOERXI2	36	44	PARSE+39	W - Vendor specific code is restricted.]
PSOERXI2	37	45	PARSE+40	W - Vendor specific code is restricted.]
PSOERXI2	38	46	PARSE+41	W - Vendor specific code is restricted.]
PSOERXI2	39	46	PARSE+41	W - Vendor specific code is restricted.]
PSOERXI2	40	51	PARSE+46	F - General Syntax Error.
PSOERXI2	41	51	PARSE+46	W - Vendor specific code is restricted.]
PSOERXI2	42	51	PARSE+46	F - General Syntax Error.
PSOERXI2	43	51	PARSE+46	W - Vendor specific code is restricted.]
PSOERXI2	44	53	PARSE+48	W - Vendor specific code is restricted.]
PSOERXI2	45	54	PARSE+49	W - Vendor specific code is restricted.]
PSOERXI2	46	56	PARSE+51	W - Vendor specific code is restricted.]
PSOERXI2	47	57	PARSE+52	W - Vendor specific code is restricted.]
PSOERXI2	48	58	PARSE+53	W - Vendor specific code is restricted.]
PSOERXI2	49	58	PARSE+53	W - Vendor specific code is restricted.]
PSOERXI2	50	58	PARSE+53	W - Vendor specific code is restricted.]
PSOERXI2	51	59	PARSE+54	W - Vendor specific code is restricted.]
PSOERXI2	52	59	PARSE+54	W - Vendor specific code is restricted.]
PSOERXI2	53	61	PARSE+56	W - Vendor specific code is restricted.]
PSOERXI2	54	61	PARSE+56	W - Vendor specific code is restricted.]
PSOERXI2	55	62	PARSE+57	W - Vendor specific code is restricted.]
PSOERXI2	56	63	PARSE+58	W - Vendor specific code is restricted.]
PSOERXI2	57	63	PARSE+58	W - Vendor specific code is restricted.]
PSOERXO1	1	135	RESTPOST+19	F - Unmatched Parenthesis.
PSOERXO1	2	135	RESTPOST+19	W - Vendor specific code is restricted.]
PSOERXO1	3	135	RESTPOST+19	F - Unmatched Parenthesis.
PSOERXO1	4	179	PARSXML+5	W - Vendor specific code is restricted.]
PSOERXO1	5	211	GETREADR+5	W - Vendor specific code is restricted.]
PSOERXO1	6	212	GETREADR+6	W - Vendor specific code is restricted.]
PSOERXO1	7	212	GETREADR+6	W - Vendor specific code is restricted.]
PSOERXO1	8	242	GETTOKEN+27	W - Vendor specific code is restricted.]
PSOERXO1	9	243	GETTOKEN+28	W - Vendor specific code is restricted.]
PSOERXO1	10	244	GETTOKEN+29	W - Vendor specific code is restricted.]
PSOERXO1	11	245	GETTOKEN+30	W - Vendor specific code is restricted.]
PSOERXO1	12	246	GETTOKEN+31	W - Vendor specific code is restricted.]
PSOERXO1	13	248	GETTOKEN+33	W - Vendor specific code is restricted.]
PSOERXO1	14	249	GETTOKEN+34	W - Vendor specific code is restricted.]
PSOERXO1	15	250	GETTOKEN+35	W - Vendor specific code is restricted.]
PSOERXO1	16	251	GETTOKEN+36	W - Vendor specific code is restricted.]
PSOERXO1	17	253	GETTOKEN+38	W - Vendor specific code is restricted.]
PSOERXO1	18	255	GETTOKEN+40	W - Vendor specific code is restricted.]
PSOERXO1	19	256	GETTOKEN+41	W - Vendor specific code is restricted.]
PSOERXO1	20	268	GETATTS+6	W - Vendor specific code is restricted.]
PSOERXO1	21	270	GETATTS+8	W - Vendor specific code is restricted.]
