file_number	piks	piks_method	piks_confidence	piks_evidence
810.944	P	H-05	certain	inherits from 810.9
811.1	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
811.2	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
811.21	P	H-05	certain	inherits from 811.2
811.212	P	H-05	certain	inherits from 811.21
811.22	P	H-05	certain	inherits from 811.2
811.23	P	H-05	certain	inherits from 811.2
811.231	P	H-05	certain	inherits from 811.23
811.2312	P	H-05	certain	inherits from 811.231
811.24	P	H-05	certain	inherits from 811.2
811.4	P	H-14	moderate	package=CLINICAL REMINDERS (PXRM)
811.41	P	H-05	certain	inherits from 811.4
811.42	P	H-05	certain	inherits from 811.4
811.422	P	H-05	certain	inherits from 811.42
811.5	P	H-14	moderate	package=CLINICAL REMINDERS (PXRM)
811.51	P	H-05	certain	inherits from 811.5
811.52	P	H-05	certain	inherits from 811.5
811.53	P	H-05	certain	inherits from 811.5
811.532	P	H-05	certain	inherits from 811.53
811.54	P	H-05	certain	inherits from 811.52
811.6	P	H-14	moderate	package=CLINICAL REMINDERS (PXRM)
811.61	P	H-05	certain	inherits from 811.6
811.611	P	H-05	certain	inherits from 811.61
811.62	P	H-05	certain	inherits from 811.6
811.63	P	H-05	certain	inherits from 811.6
811.632	P	H-05	certain	inherits from 811.63
811.7	P	H-14	moderate	package=CLINICAL REMINDERS (PXRM)
811.701	P	H-05	certain	inherits from 811.7
811.71	P	H-05	certain	inherits from 811.7
811.72	P	H-05	certain	inherits from 811.7
811.8	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
811.801	P	H-05	certain	inherits from 811.8
811.802	P	H-05	certain	inherits from 811.8
811.8021	P	H-05	certain	inherits from 811.802
811.803	P	H-05	certain	inherits from 811.8
811.8031	P	H-05	certain	inherits from 811.803
811.80315	P	H-05	certain	inherits from 811.8031
811.804	P	H-05	certain	inherits from 811.8
811.805	P	H-05	certain	inherits from 811.8
811.9	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
811.9001	P	H-05	certain	inherits from 811.9
811.90012	P	H-05	certain	inherits from 811.9001
811.9002	P	H-05	certain	inherits from 811.9
811.90021	P	H-05	certain	inherits from 811.9002
811.9003	P	H-05	certain	inherits from 811.9
811.9004	P	H-05	certain	inherits from 811.9
811.902	P	H-05	certain	inherits from 811.9
811.90221	P	H-05	certain	inherits from 811.902
811.9024	P	H-05	certain	inherits from 811.902
811.9025	P	H-05	certain	inherits from 811.902
811.92	P	H-05	certain	inherits from 811.9
811.925	P	H-05	certain	inherits from 811.9
811.9251	P	H-05	certain	inherits from 811.925
811.9252	P	H-05	certain	inherits from 811.925
811.9253	P	H-05	certain	inherits from 811.925
811.9255	P	H-05	certain	inherits from 811.925
811.9256	P	H-05	certain	inherits from 811.9255
811.93	P	H-05	certain	inherits from 811.9
811.948	P	H-05	certain	inherits from 811.9
811.961	P	H-05	certain	inherits from 811.9
811.965	P	H-05	certain	inherits from 811.9
811.966	P	H-05	certain	inherits from 811.9
811.97	P	H-05	certain	inherits from 811.9
811.971	P	H-05	certain	inherits from 811.9
811.973	P	H-05	certain	inherits from 811.97
811.974	P	H-05	certain	inherits from 811.97
811.975	P	H-05	certain	inherits from 811.9
811.976	P	H-05	certain	inherits from 811.9
811.983	P	H-05	certain	inherits from 811.9
811.984	P	H-05	certain	inherits from 811.9
811.993	P	H-05	certain	inherits from 811.9
811.994	P	H-05	certain	inherits from 811.9
812	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
812.01	I	H-05	certain	inherits from 812
812.02	I	H-05	certain	inherits from 812.01
815	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
815.01	P	H-05	certain	inherits from 815
815.0401	P	H-05	certain	inherits from 815
815.0701	P	H-05	certain	inherits from 815
815.0702	P	H-05	certain	inherits from 815
815.0801	P	H-05	certain	inherits from 815
815.0802	P	H-05	certain	inherits from 815
815.0803	P	H-05	certain	inherits from 815
815.0804	P	H-05	certain	inherits from 815
815.0805	P	H-05	certain	inherits from 815
818	P	H-06	high	field=.01 PATIENT points to file 2
818.01	P	H-05	certain	inherits from 818
818.02	P	H-05	certain	inherits from 818.01
818.03	P	H-05	certain	inherits from 818.01
818.04	P	H-05	certain	inherits from 818.01
818.141	P	H-05	certain	inherits from 818.01
818.41	P	H-05	certain	inherits from 818.04
839.01	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
839.011	P	H-05	certain	inherits from 839.01
839.012	P	H-05	certain	inherits from 839.01
839.7	I	H-08	high	has ptr to file 4; no ptr to file 2
839.7101	I	H-05	certain	inherits from 839.7
853	I	H-15	moderate	package=VPS KIOSK (VPS)
853.01	I	H-05	certain	inherits from 853
853.011	I	H-05	certain	inherits from 853.01
853.012	I	H-05	certain	inherits from 853.01
853.013	I	H-05	certain	inherits from 853.01
853.1	I	H-15	moderate	package=VPS KIOSK (VPS)
853.3	I	H-15	moderate	package=VPS KIOSK (VPS)
853.5	P	H-06	high	field=.01 PATIENT points to file 2
853.51	P	H-05	certain	inherits from 853.5
853.5121	P	H-05	certain	inherits from 853.51
853.52	I	H-08	high	has ptr to file 4; no ptr to file 2
853.523	I	H-05	certain	inherits from 853.52
853.525	I	H-05	certain	inherits from 853.52
853.526	I	H-05	certain	inherits from 853.52
853.527	I	H-05	certain	inherits from 853.52
853.53	P	H-05	certain	inherits from 853.51
853.531	P	H-05	certain	inherits from 853.53
853.54	I	H-08	high	has ptr to file 4; no ptr to file 2
853.5423	I	H-05	certain	inherits from 853.54
853.5424	I	H-05	certain	inherits from 853.54
853.5425	I	H-05	certain	inherits from 853.54
853.5452	I	H-05	certain	inherits from 853.54
853.5454	I	H-05	certain	inherits from 853.54
853.5455	I	H-05	certain	inherits from 853.54
853.55	P	H-05	certain	inherits from 853.51
853.5512	P	H-05	certain	inherits from 853.55
853.557	P	H-05	certain	inherits from 853.55
853.56	I	H-05	certain	inherits from 853.52
853.57	I	H-05	certain	inherits from 853.52
853.58	I	H-05	certain	inherits from 853.52
853.59	P	H-05	certain	inherits from 853.53
853.7	I	H-15	moderate	package=VPS KIOSK (VPS)
853.8	P	H-06	high	field=.01 PATIENT points to file 2
853.805	P	H-05	certain	inherits from 853.8
853.81	P	H-05	certain	inherits from 853.805
853.811	P	H-05	certain	inherits from 853.81
853.8111	P	H-05	certain	inherits from 853.811
853.8112	P	H-05	certain	inherits from 853.811
853.8113	P	H-05	certain	inherits from 853.811
853.81132	P	H-05	certain	inherits from 853.8113
853.81133	P	H-05	certain	inherits from 853.8113
853.811336	P	H-05	certain	inherits from 853.81133
853.85	I	H-15	moderate	package=VPS KIOSK (VPS)
853.853	I	H-05	certain	inherits from 853.85
853.875	I	H-15	moderate	package=VPS KIOSK (VPS)
853.9	I	H-15	moderate	package=VPS KIOSK (VPS)
853.91	P	H-06	high	field=2 PATIENT points to file 2
860.1	P	H-06	high	field=.01 PATIENT points to file 2
860.11	P	H-05	certain	inherits from 860.1
860.111	P	H-05	certain	inherits from 860.11
860.12	P	H-05	certain	inherits from 860.1
860.121	P	H-05	certain	inherits from 860.12
860.7	P	H-23	low	name contains P-pattern
860.71	P	H-05	certain	inherits from 860.7
860.712	P	H-05	certain	inherits from 860.71
860.7122	P	H-05	certain	inherits from 860.712
860.71223	P	H-05	certain	inherits from 860.7122
860.8	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
860.801	K	H-20	low	name contains K-pattern
860.81	S	H-05	certain	inherits(prop) from 860.8
860.9	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
860.91	S	H-05	certain	inherits(prop) from 860.9
861	S	H-21	low	name contains S-pattern
861.01	S	H-05	certain	inherits from 861
863	K	H-20	low	name contains K-pattern
863.01	K	H-05	certain	inherits from 863
863.02	K	H-05	certain	inherits from 863
863.1	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
863.11	S	H-21	low	name contains S-pattern
863.12	S	H-05	certain	inherits(prop) from 863.1
863.13	S	H-05	certain	inherits(prop) from 863.1
863.21	S	H-21	low	name contains S-pattern
863.3	K	H-40	moderate	3 targets all classified K
863.31	K	H-05	certain	inherits(prop) from 863.3
863.32	S	H-21	low	name contains S-pattern
863.41	S	H-21	low	name contains S-pattern
863.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
863.51	I	H-05	certain	inherits from 863.5
863.52	I	H-05	certain	inherits from 863.5
863.54	I	H-05	certain	inherits from 863.5
863.55	I	H-05	certain	inherits from 863.5
863.63	S	H-21	low	name contains S-pattern
863.74	S	H-21	low	name contains S-pattern
863.8	K	H-18	moderate	ptr_in=10 ptr_out=0
863.81	K	H-05	certain	inherits from 863.8
863.84	K	H-05	certain	inherits from 863.8
863.91	S	H-21	low	name contains S-pattern
864	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
864.1	K	H-20	low	name contains K-pattern
864.11	K	H-05	certain	inherits from 864.1
869.1	S	H-17	moderate	package=HEALTH LEVEL SEVEN (HL)
869.2	S	H-17	moderate	package=HEALTH LEVEL SEVEN (HL)
869.3	I	H-08	high	has ptr to file 4; no ptr to file 2
869.31	I	H-05	certain	inherits from 869.3
869.311	I	H-05	certain	inherits from 869.31
869.32	I	H-05	certain	inherits from 869.3
869.33	I	H-05	certain	inherits from 869.3
869.34	I	H-05	certain	inherits from 869.3
869.35	I	H-05	certain	inherits from 869.3
869.36	I	H-05	certain	inherits from 869.3
869.391	I	H-05	certain	inherits from 869.3
869.392	I	H-05	certain	inherits from 869.3
869.393	I	H-05	certain	inherits from 869.3
870	I	H-08	high	has ptr to file 4; no ptr to file 2
870.01	I	H-05	certain	inherits from 870
870.019	I	H-05	certain	inherits from 870
870.02	I	H-05	certain	inherits from 870
870.13	I	H-05	certain	inherits from 870.01
870.193	I	H-05	certain	inherits from 870.019
910.1	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
910.11	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
910.12	I	H-05	certain	inherits from 910.11
910.2	S	H-21	low	name contains S-pattern
910.22	S	H-05	certain	inherits from 910.2
910.85	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
911	K	H-20	low	name contains K-pattern
911.2	K	H-20	low	name contains K-pattern
912	I	H-08	high	has ptr to file 4; no ptr to file 2
912.01	I	H-05	certain	inherits from 912
912.02	I	H-05	certain	inherits from 912
912.03	I	H-05	certain	inherits from 912
912.04	I	H-05	certain	inherits from 912
912.05	I	H-05	certain	inherits from 912
912.06	I	H-05	certain	inherits from 912
912.07	I	H-05	certain	inherits from 912
912.072	I	H-05	certain	inherits from 912
912.073	I	H-05	certain	inherits from 912
912.074	I	H-05	certain	inherits from 912
912.08	I	H-05	certain	inherits from 912
912.09	I	H-05	certain	inherits from 912
912.1	I	H-05	certain	inherits from 912
912.11	I	H-05	certain	inherits from 912.05
912.12	I	H-05	certain	inherits from 912.04
912.13	I	H-05	certain	inherits from 912.02
912.14	I	H-05	certain	inherits from 912
912.15	I	H-05	certain	inherits from 912
912.16	I	H-05	certain	inherits from 912.15
912.17	I	H-05	certain	inherits from 912
912.18	I	H-05	certain	inherits from 912.17
912.3	I	H-22	low	name contains I-pattern
912.31	I	H-05	certain	inherits from 912.3
912.4	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
912.41	I	H-22	low	name contains I-pattern
912.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
912.55	I	H-05	certain	inherits from 912.5
912.555	I	H-05	certain	inherits from 912.55
912.8	K	H-20	low	name contains K-pattern
912.9	K	H-20	low	name contains K-pattern
913	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
913.01	I	H-05	certain	inherits from 913
913.02	I	H-05	certain	inherits from 913
913.03	I	H-05	certain	inherits from 913
914	I	H-08	high	has ptr to file 4; no ptr to file 2
914.01	I	H-05	certain	inherits from 914
915	K	H-20	low	name contains K-pattern
915.01	K	H-05	certain	inherits from 915
916.05	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
916.31	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
916.53	I	H-05	certain	inherits from 916.05
920.05	I	H-08	high	has ptr to file 4; no ptr to file 2
920.051	I	H-05	certain	inherits from 920.05
920.052	I	H-05	certain	inherits from 920.05
920.1	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.199	P	H-05	certain	inherits from 920.1
920.2	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.299	P	H-05	certain	inherits from 920.2
920.3	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.399	P	H-05	certain	inherits from 920.3
920.4	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.43	P	H-05	certain	inherits from 920.4
920.499	P	H-05	certain	inherits from 920.4
920.5	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.599	P	H-05	certain	inherits from 920.5
920.6	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.61	P	H-05	certain	inherits from 920.6
920.71	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.75	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.76	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.761	P	H-05	certain	inherits from 920.76
920.77	P	H-14	moderate	package=PCE PATIENT CARE ENCOUNTER (PX)
920.772	P	H-05	certain	inherits from 920.77
920.773	P	H-05	certain	inherits from 920.77
920.774	P	H-05	certain	inherits from 920.77
950	S	H-21	low	name contains S-pattern
950.01	S	H-05	certain	inherits from 950
984.1	P	H-23	low	name contains P-pattern
984.5	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
984.8	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
984.9	P	H-06	high	field=.04 PATIENT points to file 2
987.5	P	H-06	high	field=18 PATIENTS INTERNAL ENTRY NUMBER points to file 2
987.6	P	H-14	moderate	package=WOUNDED INJURED ILL WARRIORS (WII)
990.8	I	H-08	high	has ptr to file 4; no ptr to file 2
991.1	S	H-17	moderate	package=CLINICAL INFO RESOURCE NETWORK (RG)
991.11	S	H-17	moderate	package=CLINICAL INFO RESOURCE NETWORK (RG)
991.112	S	H-05	certain	inherits from 991.11
991.1199	S	H-05	certain	inherits from 991.11
991.12	P	H-06	high	field=3 PATIENT points to file 2
991.1211	P	H-05	certain	inherits from 991.12
991.8	P	H-06	high	field=118 PSEUDO INIT LAST points to file 2
991.817	P	H-05	certain	inherits from 991.8
995	S	H-17	moderate	package=CLINICAL INFO RESOURCE NETWORK (RG)
995.099	S	H-05	certain	inherits from 995
995.1	S	H-17	moderate	package=CLINICAL INFO RESOURCE NETWORK (RG)
995.2	S	H-17	moderate	package=CLINICAL INFO RESOURCE NETWORK (RG)
996	S	H-17	moderate	package=EXTENSIBLE EDITOR (RGED)
996.01	S	H-05	certain	inherits from 996
996.02	S	H-05	certain	inherits from 996
996.03	S	H-05	certain	inherits from 996
996.04	S	H-05	certain	inherits from 996
996.09	S	H-05	certain	inherits from 996
996.11	S	H-05	certain	inherits from 996.01
996.2	S	H-17	moderate	package=EXTENSIBLE EDITOR (RGED)
996.24	S	H-05	certain	inherits from 996.02
1609	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
1609.01	S	H-05	certain	inherits(prop) from 1609
1609.1	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
1927.09	P	H-06	high	field=4 PATIENT points to file 2
1927.2	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.21	P	H-05	certain	inherits from 1927.2
1927.22	P	H-05	certain	inherits from 1927.2
1927.23	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.24	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.3	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.32	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.33	P	H-05	certain	inherits from 1927.3
1927.4	P	H-06	high	field=1 PATIENT points to file 2
1927.401	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.4011	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.4014	P	H-05	certain	inherits from 1927.401
1927.402	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.4022	P	H-05	certain	inherits from 1927.402
1927.4025	P	H-05	certain	inherits from 1927.402
1927.403	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.4034	P	H-05	certain	inherits from 1927.403
1927.41	P	H-14	moderate	package=PATIENT ASSESSMENT DOCUM (NUPA)
1927.411	P	H-05	certain	inherits from 1927.41
1927.412	P	H-05	certain	inherits from 1927.4
1927.4127	P	H-05	certain	inherits from 1927.4
1927.4137	P	H-05	certain	inherits from 1927.4
1927.4147	P	H-05	certain	inherits from 1927.4
1927.4157	P	H-05	certain	inherits from 1927.4
1927.4167	P	H-05	certain	inherits from 1927.4
1927.417	P	H-05	certain	inherits from 1927.4
1927.42	P	H-05	certain	inherits from 1927.4
1927.4201	P	H-05	certain	inherits from 1927.4
1927.4202	P	H-05	certain	inherits from 1927.4
1927.43	P	H-05	certain	inherits from 1927.4
1927.431	P	H-05	certain	inherits from 1927.4
1927.4314	P	H-05	certain	inherits from 1927.431
1927.432	P	H-05	certain	inherits from 1927.4
1927.44	P	H-05	certain	inherits from 1927.4
1927.444	P	H-05	certain	inherits from 1927.4
1927.445	P	H-05	certain	inherits from 1927.4
1927.45	P	H-05	certain	inherits from 1927.4
1927.46	P	H-05	certain	inherits from 1927.4
1927.461	P	H-05	certain	inherits from 1927.4
1927.47	P	H-05	certain	inherits from 1927.4
1927.48	P	H-05	certain	inherits from 1927.4
1927.49	P	H-05	certain	inherits from 1927.4
1927.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
1927.51	P	H-05	certain	inherits from 1927.4
1927.52	P	H-05	certain	inherits from 1927.4
1927.53	P	H-05	certain	inherits from 1927.4
1927.54	I	H-05	certain	inherits from 1927.5
1927.55	I	H-05	certain	inherits from 1927.5
1927.56	P	H-05	certain	inherits from 1927.4
1927.57	P	H-05	certain	inherits from 1927.4
1927.58	P	H-05	certain	inherits from 1927.4
1927.59	P	H-05	certain	inherits from 1927.4
1927.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
1927.61	I	H-05	certain	inherits from 1927.6
1927.62	P	H-05	certain	inherits from 1927.4
1927.63	P	H-05	certain	inherits from 1927.4
1927.64	P	H-05	certain	inherits from 1927.4
1927.65	P	H-05	certain	inherits from 1927.4
1927.66	P	H-05	certain	inherits from 1927.4
1927.67	P	H-05	certain	inherits from 1927.4
1927.68	P	H-05	certain	inherits from 1927.4
1927.69	P	H-05	certain	inherits from 1927.4
1927.7	P	H-05	certain	inherits from 1927.4
1927.701	P	H-05	certain	inherits from 1927.4
1927.702	P	H-05	certain	inherits from 1927.4
1927.703	P	H-05	certain	inherits from 1927.4
1927.704	P	H-05	certain	inherits from 1927.4
1927.92	P	H-05	certain	inherits from 1927.09
2000	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
2000.07	K	H-20	low	name contains K-pattern
2001	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
2001.07	K	H-20	low	name contains K-pattern
2005	P	H-06	high	field=5 PATIENT points to file 2
2005.001	P	H-10	high	global=
2005.002	P	H-10	high	global=
2005.0021	I	H-08	high	has ptr to file 4; no ptr to file 2
2005.0022	I	H-05	certain	inherits from 2005.0021
2005.003	P	H-10	high	global=
2005.0031	I	H-08	high	has ptr to file 4; no ptr to file 2
2005.0032	I	H-05	certain	inherits from 2005.0031
2005.01	P	H-05	certain	inherits from 2005
2005.0106	P	H-05	certain	inherits from 2005
2005.011	P	H-05	certain	inherits from 2005
2005.0111	P	H-05	certain	inherits from 2005
2005.02	P	H-10	high	global=
2005.021	P	H-10	high	global=
2005.03	P	H-10	high	global=
2005.031	P	H-05	certain	inherits from 2005.001
2005.04	P	H-05	certain	inherits from 2005
2005.05	P	H-05	certain	inherits from 2005
2005.099	P	H-05	certain	inherits from 2005
2005.1	P	H-06	high	field=5 PATIENT points to file 2
2005.11	P	H-05	certain	inherits from 2005.1
2005.1106	P	H-05	certain	inherits from 2005.1
2005.111	P	H-05	certain	inherits from 2005.1
2005.1111	P	H-05	certain	inherits from 2005.1
2005.14	P	H-05	certain	inherits from 2005.1
2005.199	P	H-05	certain	inherits from 2005.1
2005.2	P	H-10	high	global=
2005.201	P	H-05	certain	inherits from 2005.2
2005.21	P	H-05	certain	inherits from 2005.02
2005.22	P	H-05	certain	inherits from 2005.2
2005.24	P	H-05	certain	inherits from 2005.02
2005.311	P	H-05	certain	inherits from 2005.031
2005.4	P	H-10	high	global=
2005.41	P	H-10	high	global=
2005.42	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2005.421	I	H-05	certain	inherits from 2005.42
2005.43	I	H-08	high	has ptr to file 4; no ptr to file 2
2005.51	P	H-05	certain	inherits from 2005.05
2005.6	P	H-06	high	field=3 PATIENT FILE REFERENCE points to file 2
2005.61	P	H-14	moderate	package=IMAGING (MAG)
2005.62	P	H-14	moderate	package=IMAGING (MAG)
2005.63	P	H-14	moderate	package=IMAGING (MAG)
2005.632	P	H-14	moderate	package=IMAGING (MAG)
2005.633	P	H-14	moderate	package=IMAGING (MAG)
2005.6361	P	H-14	moderate	package=IMAGING (MAG)
2005.6362	P	H-14	moderate	package=IMAGING (MAG)
2005.6366	P	H-14	moderate	package=IMAGING (MAG)
2005.64	P	H-14	moderate	package=IMAGING (MAG)
2005.65	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2005.66	P	H-06	high	field=4 PATIENT points to file 2
2005.67	P	H-14	moderate	package=IMAGING (MAG)
2005.71	P	H-10	high	global=
2005.712	P	H-05	certain	inherits from 2005.71
2005.713	P	H-05	certain	inherits from 2005.712
2005.8	P	H-14	moderate	package=IMAGING (MAG)
2005.81	P	H-10	high	global=
2005.82	P	H-10	high	global=
2005.83	P	H-10	high	global=
2005.84	P	H-10	high	global=
2005.85	P	H-10	high	global=
2005.852	P	H-05	certain	inherits from 2005.85
2005.86	P	H-10	high	global=
2005.865	P	H-05	certain	inherits from 2005.86
2005.87	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2005.872	P	H-10	high	global=
2005.8722	P	H-05	certain	inherits from 2005.872
2005.88	P	H-10	high	global=
2005.881	P	H-05	certain	inherits from 2005.88
2005.99	P	H-10	high	global=
2006.03	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2006.031	P	H-14	moderate	package=IMAGING (MAG)
2006.033	P	H-14	moderate	package=IMAGING (MAG)
2006.034	P	H-10	high	global=
2006.035	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.036	P	H-14	moderate	package=IMAGING (MAG)
2006.03601	P	H-05	certain	inherits from 2006.036
2006.04	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.041	P	H-10	high	global=
2006.1	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.11	I	H-05	certain	inherits from 2006.1
2006.112	I	H-05	certain	inherits from 2006.1
2006.12	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.1201	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.12201	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.13	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.131	I	H-05	certain	inherits from 2006.13
2006.132	I	H-05	certain	inherits from 2006.13
2006.133	I	H-05	certain	inherits from 2006.13
2006.135	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.136	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.137	I	H-05	certain	inherits from 2006.13
2006.1371	I	H-05	certain	inherits from 2006.137
2006.1372	I	H-05	certain	inherits from 2006.1371
2006.15	P	H-14	moderate	package=IMAGING (MAG)
2006.166	I	H-05	certain	inherits from 2006.1
2006.1662	I	H-05	certain	inherits from 2006.166
2006.1664	I	H-05	certain	inherits from 2006.166
2006.1665	I	H-05	certain	inherits from 2006.166
2006.17	P	H-10	high	global=
2006.171	P	H-10	high	global=
2006.172	P	H-10	high	global=
2006.18	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2006.1867	P	H-06	high	field=.01 PATIENT LIST points to file 2
2006.19	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.191	I	H-05	certain	inherits from 2006.19
2006.341	P	H-05	certain	inherits from 2006.034
2006.5	P	H-06	high	field=2 PATIENT points to file 2
2006.502	P	H-05	certain	inherits from 2006.5
2006.51	P	H-14	moderate	package=IMAGING (MAG)
2006.511	P	H-14	moderate	package=IMAGING (MAG)
2006.5112	P	H-05	certain	inherits from 2006.511
2006.514	P	H-05	certain	inherits from 2006.51
2006.52	P	H-05	certain	inherits from 2006.5
2006.5204	P	H-05	certain	inherits from 2006.52
2006.53	P	H-14	moderate	package=IMAGING (MAG)
2006.5305	P	H-05	certain	inherits from 2006.53
2006.531	P	H-14	moderate	package=IMAGING (MAG)
2006.532	P	H-10	high	global=
2006.539	P	H-14	moderate	package=IMAGING (MAG)
2006.5391	P	H-05	certain	inherits from 2006.539
2006.54	P	H-14	moderate	package=IMAGING (MAG)
2006.541	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.5411	I	H-05	certain	inherits from 2006.541
2006.54111	I	H-05	certain	inherits from 2006.5411
2006.542	P	H-14	moderate	package=IMAGING (MAG)
2006.5421	P	H-05	certain	inherits from 2006.542
2006.5422	P	H-05	certain	inherits from 2006.542
2006.5423	P	H-05	certain	inherits from 2006.542
2006.5424	P	H-05	certain	inherits from 2006.542
2006.543	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
2006.5431	I	H-05	certain	inherits from 2006.543
2006.5432	I	H-05	certain	inherits from 2006.543
2006.55	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.552	P	H-06	high	field=.001 PATIENT-NUMBER points to file 2
2006.5522	P	H-05	certain	inherits from 2006.552
2006.553	P	H-05	certain	inherits from 2006.552
2006.5533	P	H-05	certain	inherits from 2006.553
2006.56	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.562	P	H-06	high	field=2 PATIENT points to file 2
2006.5621	P	H-05	certain	inherits from 2006.562
2006.5622	P	H-05	certain	inherits from 2006.562
2006.5623	P	H-05	certain	inherits from 2006.562
2006.5624	P	H-05	certain	inherits from 2006.5623
2006.563	P	H-06	high	field=97 EXPORT PATIENT points to file 2
2006.5631	P	H-05	certain	inherits from 2006.563
2006.5632	P	H-05	certain	inherits from 2006.563
2006.5633	P	H-05	certain	inherits from 2006.563
2006.5634	P	H-05	certain	inherits from 2006.563
2006.5635	P	H-05	certain	inherits from 2006.563
2006.5636	I	H-08	high	has ptr to file 4; no ptr to file 2
2006.564	P	H-14	moderate	package=IMAGING (MAG)
2006.5641	P	H-14	moderate	package=IMAGING (MAG)
2006.565	P	H-06	high	field=15 PATIENT points to file 2
2006.56519	P	H-05	certain	inherits from 2006.565
2006.56599	P	H-05	certain	inherits from 2006.565
2006.57	P	H-14	moderate	package=IMAGING (MAG)
2006.5701	P	H-05	certain	inherits from 2006.57
2006.571	P	H-14	moderate	package=IMAGING (MAG)
2006.5711	P	H-14	moderate	package=IMAGING (MAG)
2006.5712	P	H-14	moderate	package=IMAGING (MAG)
2006.5713	P	H-14	moderate	package=IMAGING (MAG)
