file_number	piks	piks_method	piks_confidence	piks_evidence
106	S	H-21	low	name contains S-pattern
107.1	K	H-20	low	name contains K-pattern
107.2	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
107.21	S	H-21	low	name contains S-pattern
108	S	H-21	low	name contains S-pattern
108.01	S	H-05	certain	inherits from 108
111	P	H-10	high	global=
111.01	P	H-05	certain	inherits from 111
111.1	P	H-10	high	global=
111.11	P	H-05	certain	inherits from 111.1
111.115	P	H-05	certain	inherits from 111.1
111.116	P	H-05	certain	inherits from 111.1
111.117	P	H-05	certain	inherits from 111.1
111.119	P	H-05	certain	inherits from 111.1
111.12	P	H-05	certain	inherits from 111.1
111.13	P	H-05	certain	inherits from 111.1
112	P	H-10	high	global=
112.2	P	H-10	high	global=
112.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
112.61	I	H-05	certain	inherits from 112.6
112.62	I	H-05	certain	inherits from 112.61
112.63	I	H-05	certain	inherits from 112.62
112.64	I	H-05	certain	inherits from 112.62
113	P	H-14	moderate	package=DIETETICS (FH)
113.1	P	H-10	high	global=
113.2	P	H-10	high	global=
114	P	H-10	high	global=
114.01	P	H-05	certain	inherits from 114
114.0103	P	H-05	certain	inherits from 114
114.02	P	H-05	certain	inherits from 114
114.03	P	H-05	certain	inherits from 114
114.05	P	H-05	certain	inherits from 114
114.1	P	H-10	high	global=
114.2	P	H-10	high	global=
114.3	P	H-10	high	global=
114.4	P	H-10	high	global=
115	P	H-06	high	field=14 PATIENT points to file 2
115.01	P	H-05	certain	inherits from 115
115.011	P	H-05	certain	inherits from 115
115.012	P	H-05	certain	inherits from 115
115.016	P	H-05	certain	inherits from 115
115.017	P	H-05	certain	inherits from 115
115.018	P	H-05	certain	inherits from 115
115.02	P	H-05	certain	inherits from 115.01
115.021	P	H-05	certain	inherits from 115.011
115.03	P	H-05	certain	inherits from 115.01
115.031	P	H-05	certain	inherits from 115.011
115.04	P	H-05	certain	inherits from 115.01
115.05	P	H-05	certain	inherits from 115.01
115.06	P	H-05	certain	inherits from 115.01
115.07	P	H-05	certain	inherits from 115.01
115.08	P	H-05	certain	inherits from 115.01
115.09	P	H-05	certain	inherits from 115
115.1	P	H-05	certain	inherits from 115.04
115.11	P	H-05	certain	inherits from 115.01
115.1171	P	H-05	certain	inherits from 115.011
115.12	P	H-05	certain	inherits from 115
115.14	P	H-05	certain	inherits from 115.01
115.1619	P	H-05	certain	inherits from 115.016
115.1626	P	H-05	certain	inherits from 115.016
115.1627	P	H-05	certain	inherits from 115.016
115.2	P	H-10	high	global=
115.21	P	H-05	certain	inherits from 115.2
115.225	P	H-05	certain	inherits from 115.2
115.3	P	H-10	high	global=
115.4	P	H-10	high	global=
115.5	P	H-10	high	global=
115.6	P	H-10	high	global=
115.7	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
115.701	P	H-06	high	field=.01 PATIENT points to file 2
116	P	H-10	high	global=
116.01	P	H-05	certain	inherits from 116
116.02	P	H-05	certain	inherits from 116
116.1	P	H-10	high	global=
116.11	P	H-05	certain	inherits from 116.1
116.112	P	H-05	certain	inherits from 116.11
116.12	P	H-05	certain	inherits from 116.11
116.2	P	H-10	high	global=
116.211	P	H-05	certain	inherits from 116.2
116.3	P	H-10	high	global=
117	P	H-10	high	global=
117.024	P	H-10	high	global=
117.02402	P	H-05	certain	inherits from 117.024
117.0241	P	H-10	high	global=
117.0242	P	H-05	certain	inherits from 117.024
117.0243	P	H-10	high	global=
117.024302	P	H-05	certain	inherits from 117.0243
117.0243025	P	H-05	certain	inherits from 117.024302
117.06	P	H-05	certain	inherits from 117
117.1	P	H-10	high	global=
117.11	P	H-05	certain	inherits from 117.1
117.2	P	H-10	high	global=
117.3	P	H-10	high	global=
117.31	P	H-05	certain	inherits from 117.3
117.312	P	H-05	certain	inherits from 117.3
117.313	P	H-05	certain	inherits from 117.3
117.325	P	H-05	certain	inherits from 117.3
117.332	P	H-05	certain	inherits from 117.3
117.338	P	H-05	certain	inherits from 117.3
117.356	P	H-05	certain	inherits from 117.3
117.358	P	H-05	certain	inherits from 117.3
117.359	P	H-05	certain	inherits from 117.3
117.361	P	H-05	certain	inherits from 117.3
117.362	P	H-05	certain	inherits from 117.3
117.363	P	H-05	certain	inherits from 117.3
117.364	P	H-05	certain	inherits from 117.3
117.365	P	H-05	certain	inherits from 117.3
117.366	P	H-05	certain	inherits from 117.3
117.37	P	H-05	certain	inherits from 117.3
117.371	P	H-05	certain	inherits from 117.3
117.372	P	H-05	certain	inherits from 117.3
117.373	P	H-05	certain	inherits from 117.3
117.374	P	H-05	certain	inherits from 117.3
117.375	P	H-05	certain	inherits from 117.3
117.376	P	H-05	certain	inherits from 117.3
117.377	P	H-05	certain	inherits from 117.3
117.378	P	H-05	certain	inherits from 117.3
117.379	P	H-05	certain	inherits from 117.3
117.4	P	H-10	high	global=
118	P	H-10	high	global=
118.01	P	H-05	certain	inherits from 118
118.1	P	H-10	high	global=
118.2	P	H-10	high	global=
118.21	P	H-05	certain	inherits from 118.2
118.3	P	H-10	high	global=
119	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
119.01	P	H-06	high	field=101 PATIENT points to file 2
119.1	P	H-10	high	global=
119.4	P	H-10	high	global=
119.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
119.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
119.61	I	H-05	certain	inherits from 119.6
119.62	I	H-05	certain	inherits from 119.6
119.63	I	H-05	certain	inherits from 119.6
119.64	I	H-05	certain	inherits from 119.6
119.66	I	H-05	certain	inherits from 119.6
119.71	P	H-10	high	global=
119.72	P	H-10	high	global=
119.721	P	H-05	certain	inherits from 119.72
119.7211	P	H-05	certain	inherits from 119.72
119.722	P	H-05	certain	inherits from 119.72
119.73	P	H-10	high	global=
119.74	P	H-10	high	global=
119.8	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
119.9	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
119.9001	I	H-05	certain	inherits from 119.9
119.93	I	H-05	certain	inherits from 119.9
119.985	I	H-05	certain	inherits from 119.9
120.5	P	H-06	high	field=.02 PATIENT points to file 2
120.505	P	H-05	certain	inherits from 120.5
120.506	P	H-05	certain	inherits from 120.5
120.51	P	H-10	high	global=
120.517	P	H-05	certain	inherits from 120.51
120.518	P	H-05	certain	inherits from 120.51
120.5181	P	H-05	certain	inherits from 120.518
120.5199	P	H-05	certain	inherits from 120.51
120.52	P	H-10	high	global=
120.521	P	H-05	certain	inherits from 120.52
120.522	P	H-05	certain	inherits from 120.52
120.5221	P	H-05	certain	inherits from 120.522
120.5299	P	H-05	certain	inherits from 120.52
120.53	P	H-10	high	global=
120.531	P	H-05	certain	inherits from 120.53
120.532	P	H-05	certain	inherits from 120.53
120.5321	P	H-05	certain	inherits from 120.532
120.5399	P	H-05	certain	inherits from 120.53
120.55	P	H-10	high	global=
120.57	P	H-10	high	global=
120.8	P	H-06	high	field=.01 PATIENT points to file 2
120.802	P	H-05	certain	inherits from 120.8
120.803	P	H-05	certain	inherits from 120.8
120.807	P	H-05	certain	inherits from 120.8
120.81	P	H-05	certain	inherits from 120.8
120.813	P	H-05	certain	inherits from 120.8
120.814	P	H-05	certain	inherits from 120.8
120.82	P	H-10	high	global=
120.8205	P	H-05	certain	inherits from 120.82
120.821	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
120.822	P	H-05	certain	inherits from 120.82
120.8221	P	H-05	certain	inherits from 120.822
120.823	P	H-05	certain	inherits from 120.82
120.824	P	H-05	certain	inherits from 120.82
120.825	P	H-05	certain	inherits from 120.8
120.826	P	H-05	certain	inherits from 120.8
120.8262	P	H-05	certain	inherits from 120.826
120.8299	P	H-05	certain	inherits from 120.82
120.83	P	H-10	high	global=
120.831	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
120.832	P	H-05	certain	inherits from 120.83
120.833	P	H-05	certain	inherits from 120.83
120.8331	P	H-05	certain	inherits from 120.833
120.8399	P	H-05	certain	inherits from 120.83
120.84	P	H-10	high	global=
120.841	P	H-05	certain	inherits from 120.84
120.846	I	H-08	high	has ptr to file 4; no ptr to file 2
120.849	P	H-05	certain	inherits from 120.84
120.85	P	H-06	high	field=.02 PATIENT points to file 2
120.8502	P	H-05	certain	inherits from 120.85
120.8503	P	H-05	certain	inherits from 120.85
120.8504	P	H-05	certain	inherits from 120.85
120.8513	P	H-05	certain	inherits from 120.85
120.8514	P	H-05	certain	inherits from 120.85
120.85315	P	H-05	certain	inherits from 120.85
120.853151	P	H-05	certain	inherits from 120.85315
120.8563	P	H-05	certain	inherits from 120.85
120.86	P	H-06	high	field=.01 NAME points to file 2
120.87	P	H-10	high	global=
120.871	P	H-05	certain	inherits from 120.87
120.88	P	H-06	high	field=.02 PATIENT points to file 2
123	P	H-06	high	field=.02 PATIENT NAME points to file 2
123.01	P	H-05	certain	inherits from 123
123.02	I	H-08	high	has ptr to file 4; no ptr to file 2
123.03	P	H-05	certain	inherits from 123
123.033	P	H-10	high	global=
123.0331	P	H-05	certain	inherits from 123.033
123.0332	P	H-05	certain	inherits from 123.033
123.0333	P	H-05	certain	inherits from 123.033
123.0334	P	H-05	certain	inherits from 123.033
123.0335	P	H-05	certain	inherits from 123.033
123.0336	P	H-05	certain	inherits from 123.033
123.051	I	H-08	high	has ptr to file 4; no ptr to file 2
123.1	P	H-10	high	global=
123.25	I	H-05	certain	inherits from 123.02
123.3	I	H-08	high	has ptr to file 4; no ptr to file 2
123.31	I	H-05	certain	inherits from 123.3
123.3124	I	H-05	certain	inherits from 123.3
123.3125	I	H-05	certain	inherits from 123.3
123.3128	I	H-08	high	has ptr to file 4; no ptr to file 2
123.32	I	H-05	certain	inherits from 123.3
123.5	I	H-08	high	has ptr to file 4; no ptr to file 2
123.51	I	H-05	certain	inherits from 123.5
123.5101	I	H-05	certain	inherits from 123.5
123.5124	I	H-05	certain	inherits from 123.5
123.5125	I	H-05	certain	inherits from 123.5
123.5134	I	H-08	high	has ptr to file 4; no ptr to file 2
123.52	I	H-05	certain	inherits from 123.5
123.53	I	H-05	certain	inherits from 123.5
123.54	I	H-05	certain	inherits from 123.5
123.55	I	H-05	certain	inherits from 123.5
123.555	I	H-05	certain	inherits from 123.5
123.56	I	H-05	certain	inherits from 123.5
123.5688	I	H-05	certain	inherits from 123.5
123.57	I	H-05	certain	inherits from 123.5
123.58	I	H-05	certain	inherits from 123.5
123.59	I	H-05	certain	inherits from 123.5
123.6	I	H-08	high	has ptr to file 4; no ptr to file 2
123.7	P	H-10	high	global=
123.71	P	H-05	certain	inherits from 123.7
123.9	I	H-08	high	has ptr to file 4; no ptr to file 2
123.92	I	H-05	certain	inherits from 123.9
123.99	I	H-05	certain	inherits from 123.9
123.9999	I	H-05	certain	inherits from 123.9
124.1	P	H-10	high	global=
124.11	P	H-05	certain	inherits from 124.1
124.2	P	H-10	high	global=
124.21	P	H-05	certain	inherits from 124.2
124.22	P	H-05	certain	inherits from 124.2
124.25	P	H-10	high	global=
124.3	P	H-06	high	field=.02 PATIENT points to file 2
124.31	P	H-05	certain	inherits from 124.3
124.313	P	H-05	certain	inherits from 124.31
125	P	H-14	moderate	package=PROBLEM LIST (GMPL)
125.01	P	H-05	certain	inherits from 125
125.1	P	H-14	moderate	package=PROBLEM LIST (GMPL)
125.11	P	H-14	moderate	package=PROBLEM LIST (GMPL)
125.111	P	H-05	certain	inherits from 125.11
125.12	P	H-14	moderate	package=PROBLEM LIST (GMPL)
125.8	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
125.99	P	H-14	moderate	package=PROBLEM LIST (GMPL)
126	P	H-06	high	field=.01 PATIENT points to file 2
126.01	P	H-05	certain	inherits from 126
126.02	P	H-05	certain	inherits from 126
126.03	P	H-05	certain	inherits from 126
126.04	P	H-05	certain	inherits from 126
126.13	P	H-05	certain	inherits from 126.01
126.313	P	H-05	certain	inherits from 126.03
126.316	P	H-05	certain	inherits from 126.03
126.41	P	H-05	certain	inherits from 126.04
126.56	P	H-10	high	global=
126.58	P	H-10	high	global=
126.6	P	H-10	high	global=
126.7	P	H-10	high	global=
126.72	P	H-10	high	global=
126.74	P	H-10	high	global=
126.741	P	H-05	certain	inherits from 126.74
126.76	P	H-10	high	global=
126.8	P	H-10	high	global=
126.82	P	H-05	certain	inherits from 126.8
126.9	P	H-10	high	global=
126.95	P	H-10	high	global=
129.12	K	H-20	low	name contains K-pattern
129.13	K	H-20	low	name contains K-pattern
129.14	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
129.2	K	H-12	high	global=
129.21	K	H-12	high	global=
129.22	K	H-12	high	global=
129.23	K	H-12	high	global=
129.24	K	H-12	high	global=
130	P	H-06	high	field=.01 PATIENT points to file 2
130.01	P	H-05	certain	inherits from 130
130.0126	P	H-05	certain	inherits from 130
130.0129	P	H-05	certain	inherits from 130
130.013	P	H-05	certain	inherits from 130
130.0134	P	H-05	certain	inherits from 130.013
130.0135	P	H-05	certain	inherits from 130.013
130.02	P	H-05	certain	inherits from 130
130.02005	P	H-05	certain	inherits from 130
130.028	P	H-05	certain	inherits from 130
130.03	P	H-05	certain	inherits from 130
130.04	P	H-05	certain	inherits from 130
130.042	P	H-05	certain	inherits from 130
130.049	P	H-05	certain	inherits from 130
130.05	P	H-05	certain	inherits from 130
130.0508	P	H-05	certain	inherits from 130
130.053	P	H-05	certain	inherits from 130
130.055	P	H-05	certain	inherits from 130
130.059	P	H-05	certain	inherits from 130
130.06	P	H-05	certain	inherits from 130
130.0635	P	H-05	certain	inherits from 130
130.0637	P	H-05	certain	inherits from 130
130.064	P	H-05	certain	inherits from 130
130.0647	P	H-05	certain	inherits from 130
130.065	P	H-05	certain	inherits from 130
130.0664	P	H-05	certain	inherits from 130
130.0681	P	H-05	certain	inherits from 130
130.0682	P	H-05	certain	inherits from 130
130.0683	P	H-05	certain	inherits from 130
130.0684	P	H-05	certain	inherits from 130
130.07	P	H-05	certain	inherits from 130
130.08	P	H-05	certain	inherits from 130
130.082	P	H-05	certain	inherits from 130
130.083	P	H-05	certain	inherits from 130
130.084	P	H-05	certain	inherits from 130
130.085	P	H-05	certain	inherits from 130
130.09	P	H-05	certain	inherits from 130
130.0904	P	H-05	certain	inherits from 130
130.1	P	H-05	certain	inherits from 130
130.11	P	H-05	certain	inherits from 130
130.1115	P	H-05	certain	inherits from 130.11
130.1118	P	H-05	certain	inherits from 130.11
130.1119	P	H-05	certain	inherits from 130.11
130.12	P	H-05	certain	inherits from 130.04
130.1264	P	H-05	certain	inherits from 130.0126
130.1295	P	H-05	certain	inherits from 130.0129
130.13	P	H-05	certain	inherits from 130
130.14	P	H-05	certain	inherits from 130
130.15	P	H-05	certain	inherits from 130
130.16	P	H-05	certain	inherits from 130
130.164	P	H-05	certain	inherits from 130.16
130.165	P	H-05	certain	inherits from 130.16
130.17	P	H-05	certain	inherits from 130
130.18	P	H-05	certain	inherits from 130
130.19	P	H-05	certain	inherits from 130.18
130.2	P	H-05	certain	inherits from 130.17
130.21	P	H-05	certain	inherits from 130.13
130.213	P	H-05	certain	inherits from 130
130.22	P	H-05	certain	inherits from 130
130.224	P	H-05	certain	inherits from 130.22
130.23	P	H-05	certain	inherits from 130
130.24	P	H-05	certain	inherits from 130
130.25	P	H-05	certain	inherits from 130
130.26	P	H-05	certain	inherits from 130.16
130.27	P	H-05	certain	inherits from 130.14
130.275	P	H-05	certain	inherits from 130
130.28	P	H-05	certain	inherits from 130
130.29	P	H-05	certain	inherits from 130.28
130.3	P	H-05	certain	inherits from 130.29
130.31	P	H-05	certain	inherits from 130
130.32	P	H-05	certain	inherits from 130
130.33	P	H-05	certain	inherits from 130
130.34	P	H-05	certain	inherits from 130.33
130.35	P	H-05	certain	inherits from 130.23
130.3513	P	H-05	certain	inherits from 130
130.36	P	H-05	certain	inherits from 130
130.37	P	H-05	certain	inherits from 130.36
130.38	P	H-05	certain	inherits from 130.37
130.39	P	H-05	certain	inherits from 130.08
130.4	S	H-13	high	global=
130.41	P	H-05	certain	inherits from 130
130.422	P	H-05	certain	inherits from 130.042
130.43	P	H-05	certain	inherits from 130
130.44	P	H-05	certain	inherits from 130.43
130.47	P	H-05	certain	inherits from 130.06
130.48	P	H-05	certain	inherits from 130.06
130.49	P	H-05	certain	inherits from 130.06
130.5	P	H-05	certain	inherits from 130.06
130.534	P	H-05	certain	inherits from 130.053
130.8	P	H-05	certain	inherits from 130
131	P	H-14	moderate	package=SURGERY (SR)
131.01	P	H-14	moderate	package=SURGERY (SR)
131.02	P	H-14	moderate	package=SURGERY (SR)
131.03	P	H-05	certain	inherits from 131
131.04	P	H-14	moderate	package=SURGERY (SR)
131.05	P	H-05	certain	inherits from 131
131.06	P	H-14	moderate	package=SURGERY (SR)
131.23	P	H-05	certain	inherits from 131.02
131.25	P	H-14	moderate	package=SURGERY (SR)
131.251	P	H-05	certain	inherits from 131.25
131.3	P	H-14	moderate	package=SURGERY (SR)
131.34	P	H-05	certain	inherits from 131.3
131.4	P	H-14	moderate	package=SURGERY (SR)
131.45	P	H-05	certain	inherits from 131.04
131.5	P	H-14	moderate	package=SURGERY (SR)
131.56	P	H-05	certain	inherits from 131.5
131.6	P	H-14	moderate	package=SURGERY (SR)
131.63	P	H-05	certain	inherits from 131.6
131.64	P	H-05	certain	inherits from 131.06
131.7	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
131.701	I	H-05	certain	inherits from 131.7
131.702	I	H-05	certain	inherits from 131.7
131.703	I	H-05	certain	inherits from 131.7
131.704	I	H-05	certain	inherits from 131.703
131.705	I	H-05	certain	inherits from 131.704
131.711	I	H-05	certain	inherits from 131.7
131.8	P	H-10	high	global=
131.81	P	H-05	certain	inherits from 131.8
131.82	P	H-05	certain	inherits from 131.8
131.9	P	H-14	moderate	package=SURGERY (SR)
132	P	H-14	moderate	package=SURGERY (SR)
132.05	P	H-14	moderate	package=SURGERY (SR)
132.4	P	H-14	moderate	package=SURGERY (SR)
132.8	P	H-14	moderate	package=SURGERY (SR)
132.9	P	H-14	moderate	package=SURGERY (SR)
132.92	P	H-05	certain	inherits from 132.9
132.95	P	H-14	moderate	package=SURGERY (SR)
132.952	P	H-05	certain	inherits from 132.95
133	I	H-08	high	has ptr to file 4; no ptr to file 2
133.012	I	H-05	certain	inherits from 133
133.027	I	H-05	certain	inherits from 133
133.028	I	H-05	certain	inherits from 133
133.031	I	H-05	certain	inherits from 133
133.036	I	H-05	certain	inherits from 133
133.2	P	H-14	moderate	package=SURGERY (SR)
133.21	P	H-05	certain	inherits from 133.2
133.281	I	H-05	certain	inherits from 133.028
133.29	P	H-05	certain	inherits from 133.2
133.361	I	H-05	certain	inherits from 133.036
133.4	P	H-14	moderate	package=SURGERY (SR)
133.6	P	H-14	moderate	package=SURGERY (SR)
133.7	P	H-14	moderate	package=SURGERY (SR)
133.8	P	H-14	moderate	package=SURGERY (SR)
133.801	P	H-06	high	field=.01 PATIENT points to file 2
133.8013	P	H-05	certain	inherits from 133.801
133.8014	P	H-05	certain	inherits from 133.801
134	P	H-14	moderate	package=SURGERY (SR)
134.01	P	H-05	certain	inherits from 134
135	P	H-14	moderate	package=SURGERY (SR)
135.1	P	H-14	moderate	package=SURGERY (SR)
135.2	P	H-14	moderate	package=SURGERY (SR)
135.3	P	H-14	moderate	package=SURGERY (SR)
135.4	P	H-14	moderate	package=SURGERY (SR)
136	P	H-14	moderate	package=SURGERY (SR)
136.01	P	H-05	certain	inherits from 136
136.011	P	H-05	certain	inherits from 136
136.02	P	H-05	certain	inherits from 136
136.03	P	H-05	certain	inherits from 136
136.04	P	H-05	certain	inherits from 136
136.31	P	H-05	certain	inherits from 136.03
136.32	P	H-05	certain	inherits from 136.03
136.5	P	H-14	moderate	package=SURGERY (SR)
136.52	P	H-05	certain	inherits from 136.5
136.53	P	H-05	certain	inherits from 136.5
137	P	H-14	moderate	package=SURGERY (SR)
137.45	P	H-14	moderate	package=SURGERY (SR)
138	P	H-14	moderate	package=SURGERY (SR)
139.2	P	H-14	moderate	package=SURGERY (SR)
